DefectId, FileType, DefectOrderInFlt, Sx, Sy, Length, BoxDist,Bx, By, Diameter, Obj Width, Obj Height, BClass, Col, Row, iX, iY, width, height, EdgeX, EdgeY, SClass, OClass, ClusterId, GroupId, Zone, Area, PMObjectsNb, PMAbsoluteMicArea, PMProximityX, PMProximityY,GroupArea,GroupLength,GroupEdgeDist,BumpAvgD,Degrees,Recipe,ImageName,ImageType,PixelSize,ImageX,ImageY,RefPixelSize,RefImageX,RefImageY
77,surface.flt,77,244717.12,44203.28,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,18,4,12355.12,585.28,12.04,7.23,547.86,581.66,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,547.86,0.00,-0.006,2,244712.44201.c.-704407851.2.jpeg,C,0.69,690.000000000461,517.999999999937,1.128,10951.2674689492,518.776063825889
78,surface.flt,78,233498.05,283154.74,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,18,25,1136.05,10542.24,9.64,9.64,1131.23,357.44,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,357.44,0.00,-0.006,2,233494.283154.c.794075460.2.jpeg,C,0.69,689.999999999916,518.000000000335,1.128,1006.96882789225,9344.38068774791
79,surface.flt,79,244562.15,281425.40,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,18,25,12200.15,8812.90,9.64,9.64,704.03,2086.78,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,704.03,0.00,-0.006,2,244560.281425.c.-327360856.2.jpeg,C,0.69,690.000000000251,517.999999999916,1.128,10813.9107234603,7811.53844813117
80,surface.flt,80,250985.54,270650.23,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,19,24,5714.54,8942.23,9.64,12.05,5709.72,1956.24,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,1956.24,0.00,-0.007,2,250984.270650.c.1416539081.2.jpeg,C,0.69,690,518.000000000671,1.128,5065.22363613885,7926.17341637575
81,surface.flt,81,256425.32,61515.47,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,19,5,11154.32,6992.97,9.64,9.64,1749.86,3906.71,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1749.86,0.00,-0.008,2,256420.61514.c.1570679280.2.jpeg,C,0.69,689.999999999958,517.999999999979,1.128,9886.91461145743,6198.39415496003
82,surface.flt,82,254727.32,64866.91,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0,19,5,9456.32,10344.41,9.64,12.04,3447.86,554.06,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,554.06,0.00,-0.008,2,254723.64866.c.1382159840.2.jpeg,C,0.69,689.999999999036,517.999999999916,1.128,8381.84893696989,9169.03075276212
83,surface.flt,83,260486.95,106863.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0,20,9,2306.95,8722.88,9.64,14.45,2302.13,2174.39,2,1,-1,-1,63,104.459058,-1,-1,-1,-1,0.00,0.00,2174.39,0.00,-0.007,2,260484.106863.c.-1614171001.2.jpeg,C,0.69,690.000000000335,518.000000000733,1.128,2044.81952868655,7731.74566950844
84,surface.flt,84,260355.47,228368.25,12.05,0.00,0.00,0.00,0.00,0.00,0.00,0,20,20,2175.47,10278.25,12.04,7.23,2169.45,622.63,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,622.63,0.00,-0.008,2,260355.228367.c.-83056378.2.jpeg,C,0.69,690,517.999999999707,1.128,1928.28529477455,9110.38872301632
85,surface.flt,85,283443.72,76898.76,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,21,7,12354.72,567.26,12.05,12.05,548.26,561.24,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,548.26,0.00,-0.006,2,283440.76897.c.683309871.2.jpeg,C,0.69,689.999999999581,518.000000000021,1.128,10950.916183555,502.805675756344
86,surface.flt,86,283454.02,90896.48,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,21,8,12365.02,3660.48,9.64,9.64,539.16,3655.67,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,539.16,0.00,-0.005,2,283449.90895.c.1065431571.2.jpeg,C,0.69,689.999999999246,517.999999999895,1.128,10960.0486835871,3244.56136945957
87,surface.flt,87,268333.59,89229.86,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,20,8,10153.59,1993.86,12.05,7.23,2749.39,1990.24,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1990.24,0.00,-0.007,2,268327.89228.c.-1225337024.2.jpeg,C,0.69,689.999999999162,518,1.128,8999.88937047437,1767.30447927751
88,surface.flt,88,268493.76,87317.50,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,20,8,10313.76,81.50,9.64,12.05,2590.43,75.48,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,75.48,0.00,-0.007,2,268490.87315.c.1647186007.2.jpeg,C,0.69,690,518,1.128,9141.85655820974,72.2376746387246
89,surface.flt,89,280587.44,114199.67,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,21,10,9498.44,5154.67,7.23,12.05,3406.95,5148.65,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,3406.95,0.00,-0.006,2,280586.114198.c.1013341150.2.jpeg,C,0.69,690.000000000587,517.99999999979,1.128,8419.17838890478,4568.9715218385
90,surface.flt,90,296498.91,100968.63,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0,22,9,12500.91,2828.13,9.64,12.05,403.27,2822.11,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,403.27,0.00,-0.005,2,296491.100967.c.1362865058.2.jpeg,C,0.69,690.000000000587,518.000000000482,1.128,11080.4956283551,2506.7879408845
91,surface.flt,91,293598.51,199654.69,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,22,18,9600.51,3373.69,12.05,12.04,3302.47,3367.67,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,3302.47,0.00,-0.006,2,293595.199654.c.-1357404856.2.jpeg,C,0.69,689.999999999749,518.000000000042,1.128,8509.65507183735,2990.35286652997
92,surface.flt,92,292537.50,106205.34,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,22,9,8539.50,8064.84,12.05,9.64,4363.48,2834.84,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2834.84,0.00,-0.005,2,292533.106204.c.1372060528.2.jpeg,C,0.69,689.999999999329,517.999999999602,1.128,7569.19634189808,7148.47356477649
93,surface.flt,93,295238.58,207368.89,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,22,19,11240.58,183.39,9.64,9.64,1663.60,178.57,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,178.57,0.00,-0.005,2,295236.207369.c.-1702648161.2.jpeg,C,0.69,690.000000000671,518.000000000922,1.128,9963.36886540734,162.548819369258
94,surface.flt,94,290038.60,172660.97,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,22,15,6040.60,9093.47,12.05,7.23,6034.58,1807.42,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1807.42,0.00,-0.005,2,290039.172660.c.1504901015.2.jpeg,C,0.69,689.999999999581,517.999999999958,1.128,5354.24052936329,8060.22682184628
95,surface.flt,95,299614.36,141864.54,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,23,13,2707.36,106.04,7.23,12.04,2703.75,100.02,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,100.02,0.00,-0.007,2,299607.141864.c.2011336309.2.jpeg,C,0.69,689.999999999665,517.999999999581,1.128,2399.73988176488,93.9905873548618
96,surface.flt,96,303025.31,151347.22,12.05,0.00,0.00,0.00,0.00,0.00,0.00,0,23,13,6118.31,9588.72,7.23,12.04,6114.70,1309.75,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,1309.75,0.00,-0.007,2,303024.151346.c.-1115660620.2.jpeg,C,0.69,690.000000000754,517.99999999912,1.128,5423.1219003119,8499.20768945735
268435456,Prob.flt,0,259794.29,119487.37,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0,20,10,1614.29,10442.37,37.00,60.00,1595.79,432.13,6,1,-1,-1,7,0,0,0,30,30,0.00,0.00,432.13,0.00,-0.007,1,259793.119486.c.-1615541774.1.jpeg,C,0.69,690.000000000293,518.000000000503,1.128,1430.86426537992,9255.85324146313
